Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,CustomerSince,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmpCurrent,NumPurchases,AmountSpent,AmountPerPurchase,PersonsInHome
1961,High School,In Relationship,28249.0,0,0,2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,5,43,8.431372549019608,2
1983,UnderGraduate,In Relationship,25271.0,1,0,2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,4,50,12.195121951219512,3
1970,PhD,Single,32303.0,0,1,2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,5,39,7.647058823529412,3
1966,UnderGraduate,In Relationship,61286.0,0,1,2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,16,608,37.763975155279496,3
1976,UnderGraduate,In Relationship,74068.0,0,0,2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,23,1581,68.44155844155844,2
1964,PhD,In Relationship,45759.0,1,1,2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,5,68,13.333333333333334,4
1978,High School,In Relationship,24882.0,1,0,2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,4,80,19.512195121951223,3
1989,PhD,In Relationship,66973.0,0,0,2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,27,1282,47.306273062730625,2
1988,UnderGraduate,In Relationship,38872.0,1,0,2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,6,91,14.918032786885247,3
1973,UnderGraduate,In Relationship,51148.0,1,1,2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,12,315,26.03305785123967,4
1977,UnderGraduate,In Relationship,31353.0,1,1,2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,4,31,7.560975609756098,4
1980,Master,In Relationship,69661.0,0,0,2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,22,834,37.737556561085974,2
1954,UnderGraduate,In Relationship,80067.0,0,0,2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,16,1600,99.37888198757763,2
1954,UnderGraduate,In Relationship,86718.0,0,0,2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,16,1270,78.88198757763975,2
1973,PhD,Single,46854.0,1,1,2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,9,263,28.9010989010989,4
1952,UnderGraduate,Single,69142.0,0,1,2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,16,535,33.22981366459627,3
1968,UnderGraduate,Single,75922.0,0,0,2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,17,1295,75.73099415204678,2
1978,UnderGraduate,Single,63693.0,0,1,2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,26,1150,44.06130268199234,3
1977,PhD,In Relationship,102160.0,0,0,2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,26,1240,47.5095785440613,2
1965,PhD,Single,40637.0,1,1,2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,4,38,9.26829268292683,4
1984,Master,Single,18890.0,0,0,2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,3,35,11.29032258064516,2
1988,UnderGraduate,In Relationship,29604.0,1,0,2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,4,53,12.926829268292684,3
1963,Master,Single,48721.0,1,1,2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,11,293,26.396396396396398,4
1966,UnderGraduate,In Relationship,44794.0,0,1,2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,5,65,12.745098039215687,3
1954,UnderGraduate,Single,64497.0,0,1,2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,24,1804,74.85477178423236,3
1956,UnderGraduate,In Relationship,46097.0,0,1,2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,10,241,23.861386138613863,3
1954,UnderGraduate,In Relationship,77972.0,0,0,2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,19,1101,57.64397905759162,2
1968,PhD,In Relationship,44377.0,1,1,2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,11,264,23.783783783783786,4
1974,Master,In Relationship,46014.0,1,1,2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,16,541,33.60248447204969,4
1985,UnderGraduate,In Relationship,70951.0,0,0,2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,16,1198,74.40993788819875,2
1977,UnderGraduate,In Relationship,41443.0,1,0,2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,14,482,34.184397163120565,3
1978,Master,Single,52195.0,2,1,2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,17,5.483870967741935,5
1948,Master,In Relationship,83790.0,0,0,2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,24,1615,67.01244813278008,2
1954,Master,Single,44551.0,0,1,2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,10,285,28.21782178217822,3
1980,UnderGraduate,In Relationship,69508.0,1,0,2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,26,1135,43.486590038314176,3
1988,Master,In Relationship,45204.0,1,0,2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,6,114,18.688524590163937,3
1969,UnderGraduate,In Relationship,72460.0,0,0,2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,15,1047,69.33774834437087,2
1970,PhD,In Relationship,77622.0,0,2,2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,20,714,35.52238805970149,4
1980,PhD,In Relationship,30732.0,1,0,2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,9,185,20.329670329670332,3
1962,UnderGraduate,Single,63887.0,0,1,2012,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,27,1245,45.94095940959409,3
1978,UnderGraduate,In Relationship,42011.0,1,0,2013,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,8,189,23.333333333333336,3
1976,UnderGraduate,In Relationship,51369.0,0,1,2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,14,576,40.851063829787236,3
1952,UnderGraduate,Single,51537.0,0,1,2012,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,15,1103,73.04635761589404,3
1972,PhD,In Relationship,79930.0,0,0,2012,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,16,1753,108.88198757763975,2
1986,PhD,In Relationship,34320.0,1,0,2014,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,3,17,5.483870967741935,3
1966,UnderGraduate,Single,37070.0,1,1,2013,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,14,433,30.70921985815603,4
1962,Master,Single,81975.0,0,1,2013,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,13,1588,121.22137404580153,3
1971,UnderGraduate,In Relationship,38590.0,1,0,2013,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,3,22,7.096774193548387,3
1951,UnderGraduate,Single,15033.0,0,0,2014,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,4,19,4.634146341463415,2
1965,PhD,In Relationship,62745.0,0,1,2013,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,26,1117,42.79693486590038,3
1975,Master,In Relationship,22212.0,1,0,2013,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,6,69,11.311475409836067,3
1982,Master,In Relationship,23661.0,1,0,2013,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,4,23,5.609756097560976,3
1958,PhD,Single,79761.0,0,1,2013,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,18,605,33.42541436464088,3
1973,UnderGraduate,Single,7500.0,1,0,2013,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,7,57,8.028169014084508,3
1968,UnderGraduate,Single,73455.0,0,0,2013,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,21,2088,98.95734597156398,2
1958,UnderGraduate,In Relationship,64961.0,0,1,2012,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,14,1009,71.56028368794327,3
1971,UnderGraduate,Single,22804.0,1,0,2013,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,4,26,6.341463414634147,3
1990,UnderGraduate,In Relationship,73687.0,0,0,2013,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,21,1627,77.10900473933648,2
1958,UnderGraduate,In Relationship,61074.0,0,1,2012,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,24,1102,45.72614107883817,3
1964,PhD,In Relationship,31686.0,1,1,2014,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,4,17,4.146341463414634,4
1972,UnderGraduate,In Relationship,80134.0,1,0,2013,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,14,1690,119.8581560283688,3
1953,UnderGraduate,In Relationship,75027.0,0,1,2013,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,19,1390,72.77486910994764,3
1988,PhD,In Relationship,67546.0,0,0,2012,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,19,2126,111.3089005235602,2
1969,Master,In Relationship,65176.0,0,1,2012,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,21,1531,72.55924170616113,3
1975,Master,Single,31160.0,1,0,2013,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,5,64,12.549019607843139,3
1985,UnderGraduate,Single,29938.0,1,0,2013,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,4,26,6.341463414634147,3
1974,UnderGraduate,Single,102692.0,0,0,2013,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,28,1112,39.5729537366548,2
1958,Master,In Relationship,26490.0,0,0,2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,9,210,23.076923076923077,2
1967,UnderGraduate,In Relationship,75702.0,1,1,2012,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,21,1148,54.40758293838862,4
1974,PhD,Single,30899.0,1,0,2012,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,4,33,8.048780487804878,3
1961,PhD,In Relationship,63342.0,0,1,2012,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,16,1101,68.38509316770185,3
1964,UnderGraduate,Single,45989.0,0,1,2012,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,12,322,26.611570247933884,3
1964,UnderGraduate,Single,18701.0,1,1,2013,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,6,44,7.213114754098361,4
1957,PhD,Single,40737.0,2,1,2013,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,3,17,5.483870967741935,5
1979,UnderGraduate,Single,15287.0,1,0,2012,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,4,31,7.560975609756098,3
1968,PhD,Single,69674.0,0,2,2013,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,22,845,38.23529411764706,4
1970,Master,In Relationship,44159.0,1,0,2014,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,11,275,24.774774774774777,3
1978,PhD,In Relationship,37717.0,1,0,2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,3,25,8.064516129032258,3
1952,Master,In Relationship,43776.0,1,1,2013,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,11,275,24.774774774774777,4
1966,Master,In Relationship,38179.0,1,1,2013,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,7,90,12.67605633802817,4
1963,UnderGraduate,In Relationship,80124.0,0,0,2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,18,1495,82.59668508287292,2
1970,PhD,In Relationship,38097.0,1,1,2012,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,7,184,25.91549295774648,4
1970,UnderGraduate,In Relationship,72940.0,0,0,2013,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,12,981,81.07438016528926,2
1970,UnderGraduate,In Relationship,22070.0,1,0,2013,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,6,67,10.98360655737705,3
1953,UnderGraduate,Single,69267.0,0,0,2012,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,12,1635,135.12396694214877,2
1983,Master,Single,31788.0,1,0,2014,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,7,60,8.450704225352114,3
1975,PhD,In Relationship,61905.0,0,1,2014,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,10,231,22.871287128712872,3
1960,UnderGraduate,In Relationship,29315.0,1,1,2014,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,6,48,7.868852459016394,4
1963,UnderGraduate,Single,33378.0,1,1,2013,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,6,99,16.229508196721312,4
1963,PhD,In Relationship,66313.0,0,1,2013,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,21,770,36.49289099526066,3
1956,UnderGraduate,Single,60714.0,0,0,2013,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,21,957,45.355450236966824,2
1981,Master,In Relationship,77882.0,0,0,2014,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,11,818,73.6936936936937,2
1986,PhD,Single,69867.0,0,0,2013,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,16,925,57.45341614906832,2
1968,Master,Single,63841.0,0,1,2013,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,21,908,43.03317535545023,3
1981,High School,In Relationship,24480.0,1,0,2013,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,7,102,14.366197183098592,3
1976,UnderGraduate,In Relationship,51369.0,0,1,2012,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,14,576,40.851063829787236,3
1946,UnderGraduate,In Relationship,37760.0,0,0,2012,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,11,317,28.55855855855856,2
1974,PhD,In Relationship,65640.0,0,1,2014,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,14,461,32.69503546099291,3
1975,Master,In Relationship,44319.0,1,1,2014,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,5,37,7.254901960784315,4
1974,UnderGraduate,In Relationship,30631.0,1,0,2013,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,6,70,11.475409836065575,3
1952,UnderGraduate,In Relationship,75278.0,0,0,2013,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,22,930,42.081447963800905,2
1956,Master,In Relationship,50898.0,1,1,2013,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,20,859,42.7363184079602,4
1966,UnderGraduate,Single,79946.0,0,0,2014,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,21,1478,70.04739336492891,2
1949,Master,Single,35416.0,0,0,2013,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,13,390,29.770992366412216,2
1984,Master,In Relationship,32414.0,0,0,2013,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,4,52,12.682926829268293,2
1969,UnderGraduate,In Relationship,38361.0,1,0,2013,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,7,137,19.295774647887324,3
1980,UnderGraduate,In Relationship,82497.0,0,0,2012,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,18,1919,106.02209944751381,2
1971,UnderGraduate,In Relationship,16626.0,2,0,2014,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,6,68,11.147540983606557,4
1965,UnderGraduate,In Relationship,29672.0,1,1,2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,3,25,8.064516129032258,4
1952,Master,In Relationship,55951.0,0,1,2012,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,20,1374,68.35820895522387,3
1988,Master,Single,35388.0,1,0,2013,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,4,32,7.8048780487804885,3
1986,Master,In Relationship,42386.0,1,0,2013,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,6,100,16.393442622950822,3
1982,UnderGraduate,Single,68627.0,0,0,2013,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,11,825,74.32432432432432,2
1965,PhD,Single,57912.0,0,1,2014,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,23,916,39.65367965367965,3
1958,UnderGraduate,Single,35246.0,1,1,2014,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,7,62,8.732394366197184,4
1956,Master,In Relationship,58821.0,0,1,2013,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,20,728,36.21890547263681,3
1978,PhD,In Relationship,46377.0,1,0,2014,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,6,90,14.754098360655739,3
1988,UnderGraduate,Single,39747.0,1,0,2014,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,10,273,27.02970297029703,3
1984,UnderGraduate,In Relationship,23976.0,1,0,2013,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,7,66,9.295774647887324,3
1961,Master,In Relationship,80950.0,0,0,2013,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,22,1213,54.886877828054295,2
1966,UnderGraduate,Single,27038.0,0,0,2012,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,6,107,17.54098360655738,2
1947,UnderGraduate,Single,77457.0,0,0,2014,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,17,1157,67.66081871345028,2
1964,Master,In Relationship,64100.0,0,1,2013,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,17,546,31.929824561403507,3
1992,Master,In Relationship,42670.0,0,0,2013,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,10,241,23.861386138613863,2
1976,UnderGraduate,Single,12571.0,1,0,2014,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,7,53,7.464788732394367,3
1967,UnderGraduate,In Relationship,22574.0,2,1,2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,5,37,7.254901960784315,5
1976,Master,Single,70893.0,0,0,2013,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,22,1508,68.23529411764706,2
1966,UnderGraduate,In Relationship,54198.0,1,1,2013,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,10,235,23.26732673267327,4
1956,Master,In Relationship,28839.0,1,1,2014,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,5,32,6.274509803921569,4
1972,UnderGraduate,In Relationship,40321.0,1,1,2013,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,6,102,16.721311475409838,4
1985,UnderGraduate,Single,66503.0,1,0,2012,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,13,401,30.610687022900763,3
1951,UnderGraduate,In Relationship,30833.0,1,1,2013,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,4,28,6.829268292682928,4
1971,UnderGraduate,In Relationship,64795.0,0,1,2013,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,18,680,37.56906077348066,3
1974,UnderGraduate,In Relationship,34421.0,1,0,2013,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,3,30,9.67741935483871,3
1965,PhD,Single,47025.0,1,1,2014,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,3,20,6.451612903225806,4
1961,PhD,Single,64325.0,0,1,2013,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,18,1307,72.20994475138122,3
1953,UnderGraduate,Single,40464.0,0,1,2013,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,18,630,34.80662983425414,3
1957,UnderGraduate,In Relationship,62187.0,0,0,2013,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,17,1283,75.02923976608187,2
1976,PhD,Single,14849.0,1,0,2013,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,6,65,10.655737704918034,3
1984,UnderGraduate,In Relationship,27255.0,1,0,2013,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,4,37,9.02439024390244,3
1950,PhD,In Relationship,54432.0,2,1,2013,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,4,38,9.26829268292683,5
1986,PhD,Single,29999.0,1,0,2013,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,8,160,19.75308641975309,3
1983,UnderGraduate,Single,24072.0,1,0,2013,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,3,23,7.419354838709677,3
1989,PhD,Single,33996.0,0,0,2013,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,5,71,13.92156862745098,2
1956,PhD,In Relationship,66334.0,0,1,2013,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,17,1161,67.89473684210526,3
1971,Master,In Relationship,35178.0,1,0,2013,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,4,59,14.390243902439027,3
1983,UnderGraduate,In Relationship,22010.0,1,0,2013,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,5,33,6.470588235294118,3
1960,UnderGraduate,Single,62204.0,0,2,2012,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,0,21,946,44.834123222748815,4
1968,UnderGraduate,Single,75693.0,0,0,2012,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,21,1442,68.34123222748815,2
1972,UnderGraduate,In Relationship,30675.0,1,0,2012,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,4,62,15.121951219512196,3
1965,UnderGraduate,In Relationship,83003.0,0,0,2013,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,21,1674,79.33649289099526,2
1988,UnderGraduate,Single,68655.0,0,0,2012,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,20,1538,76.51741293532338,2
1986,UnderGraduate,Single,41411.0,0,0,2013,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,7,139,19.577464788732396,2
1969,PhD,In Relationship,55212.0,0,1,2012,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,17,1182,69.12280701754385,3
1950,PhD,In Relationship,59292.0,0,1,2013,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,16,507,31.490683229813662,3
1973,High School,In Relationship,27190.0,1,0,2013,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,3,18,5.806451612903226,3
1952,UnderGraduate,Single,82623.0,0,0,2013,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,15,940,62.25165562913907,2
1965,UnderGraduate,In Relationship,44300.0,1,1,2013,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,4,42,10.24390243902439,4
1970,UnderGraduate,Single,84835.0,0,0,2014,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,14,1190,84.39716312056738,2
1971,UnderGraduate,Single,30372.0,1,1,2012,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,5,44,8.627450980392158,4
1976,Master,In Relationship,33181.0,1,0,2014,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,3,16,5.161290322580645,3
1957,UnderGraduate,In Relationship,71113.0,0,1,2013,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,22,835,37.782805429864254,3
1986,UnderGraduate,In Relationship,71952.0,1,0,2013,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,20,1443,71.79104477611939,3
1966,PhD,Single,69759.0,0,0,2013,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,15,1029,68.1456953642384,2
1974,UnderGraduate,In Relationship,72099.0,0,0,2012,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,17,1188,69.47368421052632,2
1976,PhD,Single,60000.0,0,1,2012,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,19,1277,66.85863874345549,3
1978,UnderGraduate,Single,38643.0,1,1,2013,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,5,49,9.607843137254903,4
1955,UnderGraduate,In Relationship,50737.0,0,1,2013,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,0,6,99,16.229508196721312,3
1969,PhD,In Relationship,68462.0,0,0,2012,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,0,14,1670,118.43971631205675,2
1943,Master,In Relationship,65073.0,0,0,2013,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,0,13,900,68.70229007633588,2
1948,PhD,In Relationship,46681.0,0,2,2013,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,14,425,30.141843971631207,4
1957,UnderGraduate,In Relationship,78618.0,0,0,2012,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,21,2153,102.03791469194312,2
1969,PhD,Single,62187.0,0,1,2014,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,0,18,636,35.13812154696132,3
1978,UnderGraduate,In Relationship,28442.0,2,0,2014,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,7,57,8.028169014084508,4
1978,PhD,In Relationship,37717.0,1,0,2012,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,3,25,8.064516129032258,3
1967,UnderGraduate,In Relationship,51479.0,1,1,2012,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,15,494,32.71523178807947,4
